Date Opened,Time Opened,Opening Price,Legs,Premium,Closing Price,Date Closed,Time Closed,Avg. Closing Cost,Reason For Close,P/L,No. of Contracts,Funds at Close,Margin Req.,Strategy,Opening Commissions + Fees,Closing Commissions + Fees,Opening Short/Long Ratio,Closing Short/Long Ratio,Opening VIX,Closing VIX,Gap,Movement,Max Profit,Max Loss
"2023-05-09","09:33:00",4118.5,"1 May 9 4120 P STO 10.40 | 1 May 9 4120 C STO 8.35 | 1 May 9 4010 P BTO 0.10 | 1 May 9 4175 C BTO 0.10",1855,4120.27,"2023-05-09","10:34:00",1490,"Profit Target",359.8,1,163847,9145,"",2.6,2.6,93.75,75.5,17.85,17.75,-13.87,-5.75,19.68,0
"2023-05-08","13:20:00",4134.93,"1 May 8 4135 P STO 5.05 | 1 May 8 4135 C STO 5.00 | 1 May 8 4100 P BTO 0.15 | 1 May 8 4170 C BTO 0.10",980,4125.88,"2023-05-08","14:08:00",1225,"Stop Loss",-250.2,1,163487.2,2520,"",2.6,2.6,40.2,25.5,17.32,17.64,0.73,-2.05,16.33,-25
"2023-05-08","11:45:00",4133.56,"1 May 8 4135 P STO 6.90 | 1 May 8 4135 C STO 5.65 | 1 May 8 4080 P BTO 0.15 | 1 May 8 4175 C BTO 0.15",1225,4135.04,"2023-05-08","13:19:00",990,"Profit Target",229.8,1,163737.4,4275,"",2.6,2.6,41.83,50.5,17.43,17.32,0.73,-3.42,19.18,0
"2023-05-08","10:49:00",4133.14,"1 May 8 4135 P STO 8.55 | 1 May 8 4135 C STO 6.65 | 1 May 8 4045 P BTO 0.10 | 1 May 8 4180 C BTO 0.15",1495,4133.09,"2023-05-08","11:44:00",1205,"Profit Target",284.8,1,163507.6,7505,"",2.6,2.6,60.8,61.25,17.62,17.45,0.73,-3.84,19.4,0
"2023-05-08","09:33:00",4137.45,"1 May 8 4135 P STO 8.30 | 1 May 8 4135 C STO 10.50 | 1 May 8 4035 P BTO 0.15 | 1 May 8 4195 C BTO 0.15",1850,4133.25,"2023-05-08","10:48:00",1490,"Profit Target",354.8,1,163222.8,8150,"",2.6,2.6,62.67,75.5,17.69,17.62,0.73,0.47,19.46,-2.97
"2023-05-05","12:16:00",4116.67,"1 May 5 4115 P STO 6.80 | 1 May 5 4115 C STO 8.60 | 1 May 5 4040 P BTO 0.15 | 1 May 5 4165 C BTO 0.15",1510,4133.62,"2023-05-05","14:27:00",1930,"Stop Loss",-425.2,1,162868,5990,"",2.6,2.6,51.33,129.67,17.44,17.03,23.51,31.94,7.95,-27.81
"2023-05-05","09:33:00",4105.41,"1 May 5 4105 P STO 12.00 | 1 May 5 4105 C STO 11.95 | 1 May 5 3980 P BTO 0.10 | 1 May 5 4180 C BTO 0.15",2370,4117.22,"2023-05-05","12:15:00",1905,"Profit Target",459.8,1,163293.2,10130,"",2.6,2.6,95.8,128,18.12,17.43,23.51,20.68,19.62,-9.92
"2023-05-04","12:26:00",4062.52,"1 May 4 4065 P STO 10.70 | 1 May 4 4065 C STO 7.80 | 1 May 4 3975 P BTO 0.10 | 1 May 4 4120 C BTO 0.15",1825,4068.1,"2023-05-04","14:05:00",1455,"Profit Target",364.8,1,162833.4,7175,"",2.6,2.6,74,98,20.51,20.2,-8.2,-20.03,20.27,-15.34
"2023-05-04","09:33:00",4078.31,"1 May 4 4080 P STO 15.05 | 1 May 4 4080 C STO 13.65 | 1 May 4 3970 P BTO 0.15 | 1 May 4 4165 C BTO 0.15",2840,4062.69,"2023-05-04","12:25:00",2275,"Profit Target",559.8,1,162468.6,8160,"",2.6,2.6,95.67,152.67,19.29,20.49,-8.2,-4.24,19.89,-24.82
"2023-05-03","09:33:00",4127.77,"1 May 3 4130 P STO 20.80 | 1 May 3 4130 C STO 18.45 | 1 May 3 3980 P BTO 0.10 | 1 May 3 4235 C BTO 0.15",3900,4133.59,"2023-05-03","14:39:00",3015,"Profit Target",879.8,1,161908.8,11100,"",2.6,2.6,157,302.5,17.86,17.65,2.67,5.52,22.69,-12.44
"2023-04-27","09:33:00",4081.18,"1 Apr 27 4080 P STO 8.30 | 1 Apr 27 4080 C STO 9.45 | 1 Apr 27 3990 P BTO 0.15 | 1 Apr 27 4125 C BTO 0.15",1745,4095.12,"2023-04-27","10:15:00",2285,"Stop Loss",-545.2,1,161029,7255,"",2.6,2.6,59.17,33.64,17.95,17.36,19.3,5.89,0,-30.95
"2023-04-26","10:54:00",4072.03,"1 Apr 26 4070 P STO 7.55 | 1 Apr 26 4070 C STO 9.20 | 1 Apr 26 3975 P BTO 0.10 | 1 Apr 26 4125 C BTO 0.15",1650,4085.23,"2023-04-26","11:21:00",2100,"Stop Loss",-455.2,1,161574.2,7850,"",2.6,2.6,67,85,18.74,18.17,16.15,-15.75,0.61,-27.27
"2023-04-26","09:33:00",4081.31,"1 Apr 26 4080 P STO 10.00 | 1 Apr 26 4080 C STO 11.40 | 1 Apr 26 3970 P BTO 0.10 | 1 Apr 26 4140 C BTO 0.15",2115,4072.93,"2023-04-26","10:53:00",1650,"Profit Target",459.8,1,162029.4,8885,"",2.6,2.6,85.6,111,18.79,18.71,16.15,-6.47,21.99,-14.42
"2023-04-25","09:33:00",4120.47,"1 Apr 25 4120 P STO 7.70 | 1 Apr 25 4120 C STO 8.50 | 1 Apr 25 4050 P BTO 0.15 | 1 Apr 25 4165 C BTO 0.15",1590,4105.88,"2023-04-25","10:33:00",2005,"Stop Loss",-420.2,1,161569.6,5410,"",2.6,2.6,54,67.83,17.6,18.15,-10.61,-5.96,7.86,-26.1
"2023-04-24","12:31:00",4125.98,"1 Apr 24 4125 P STO 4.90 | 1 Apr 24 4125 C STO 6.10 | 1 Apr 24 4080 P BTO 0.15 | 1 Apr 24 4165 C BTO 0.10",1075,4129.79,"2023-04-24","14:33:00",850,"Profit Target",219.8,1,161989.8,3425,"",2.6,2.6,44,57.67,17.3,17.06,-1.45,-6.09,20.93,-11.16
"2023-04-24","09:33:00",4133.58,"1 Apr 24 4135 P STO 9.20 | 1 Apr 24 4135 C STO 7.40 | 1 Apr 24 4055 P BTO 0.15 | 1 Apr 24 4185 C BTO 0.15",1630,4125.95,"2023-04-24","12:30:00",1315,"Profit Target",309.8,1,161770,6370,"",2.6,2.6,55.33,88.67,17.44,17.3,-1.45,1.51,19.33,-16.26
"2023-04-21","09:33:00",4133.08,"1 Apr 21 4135 P STO 10.60 | 1 Apr 21 4135 C STO 8.20 | 1 Apr 21 4035 P BTO 0.10 | 1 Apr 21 4195 C BTO 0.10",1860,4117.97,"2023-04-21","10:03:00",2335,"Stop Loss",-480.2,1,161460.2,8140,"",2.6,2.6,94,117.75,17.26,17.47,2.35,0.94,3.76,-25.54
"2023-04-20","09:33:00",4126.3,"1 Apr 20 4125 P STO 8.25 | 1 Apr 20 4125 C STO 10.50 | 1 Apr 20 4020 P BTO 0.10 | 1 Apr 20 4185 C BTO 0.15",1850,4133.26,"2023-04-20","12:03:00",1475,"Profit Target",369.8,1,161940.4,8650,"",2.6,2.6,75,99.33,17.27,16.88,-24.04,-4.18,20.27,-5.68
"2023-04-17","13:15:00",4130.5,"1 Apr 17 4130 P STO 4.90 | 1 Apr 17 4130 C STO 5.70 | 1 Apr 17 4095 P BTO 0.15 | 1 Apr 17 4165 C BTO 0.15",1030,4127.74,"2023-04-17","14:21:00",810,"Profit Target",214.8,1,161570.6,2470,"",2.6,2.6,35.33,41.5,17.23,17.18,-0.47,-6.67,21.36,0
"2023-04-17","11:19:00",4136.63,"1 Apr 17 4135 P STO 5.90 | 1 Apr 17 4135 C STO 8.10 | 1 Apr 17 4080 P BTO 0.15 | 1 Apr 17 4180 C BTO 0.15",1370,4130.1,"2023-04-17","13:14:00",1085,"Profit Target",279.8,1,161355.8,4130,"",2.6,2.6,46.67,55.25,17.27,17.25,-0.47,-0.54,20.8,-16.79
"2023-04-17","09:33:00",4136.36,"1 Apr 17 4135 P STO 7.80 | 1 Apr 17 4135 C STO 9.65 | 1 Apr 17 4060 P BTO 0.15 | 1 Apr 17 4190 C BTO 0.15",1715,4136.59,"2023-04-17","11:18:00",1370,"Profit Target",339.8,1,161076,5785,"",2.6,2.6,58.17,69.5,17.65,17.27,-0.47,-0.81,20.12,-8.75
"2023-04-14","09:33:00",4142.36,"1 Apr 14 4140 P STO 8.40 | 1 Apr 14 4140 C STO 11.30 | 1 Apr 14 4060 P BTO 0.15 | 1 Apr 14 4205 C BTO 0.10",1945,4156.46,"2023-04-14","09:46:00",2455,"Stop Loss",-515.2,1,160736.2,6055,"",2.6,2.6,78.8,50.1,17.84,17.6,-6.11,2.25,2.06,-26.22
"2023-04-13","09:33:00",4105.25,"1 Apr 13 4105 P STO 8.65 | 1 Apr 13 4105 C STO 9.70 | 1 Apr 13 4015 P BTO 0.15 | 1 Apr 13 4160 C BTO 0.15",1805,4119.73,"2023-04-13","10:18:00",2300,"Stop Loss",-500.2,1,161251.4,7195,"",2.6,2.6,61.17,58.5,18.53,18.32,8.09,5.21,2.77,-27.42
"2023-04-12","09:33:00",4133.32,"1 Apr 12 4135 P STO 12.85 | 1 Apr 12 4135 C STO 10.70 | 1 Apr 12 4035 P BTO 0.15 | 1 Apr 12 4210 C BTO 0.15",2325,4114.59,"2023-04-12","09:48:00",3065,"Stop Loss",-745.2,1,161751.6,7675,"",2.6,2.6,78.5,77.62,18.54,19.11,12.78,11.6,0.22,-31.83
"2023-04-11","12:38:00",4112.45,"1 Apr 11 4110 P STO 4.60 | 1 Apr 11 4110 C STO 7.35 | 1 Apr 11 4055 P BTO 0.10 | 1 Apr 11 4150 C BTO 0.15",1170,4118.03,"2023-04-11","15:39:00",885,"Profit Target",279.8,1,162496.8,4330,"",2.6,2.6,47.8,89.5,18.89,18.77,1.18,2.16,24.36,-23.93
"2023-04-11","11:18:00",4110.58,"1 Apr 11 4110 P STO 7.20 | 1 Apr 11 4110 C STO 7.70 | 1 Apr 11 4055 P BTO 0.15 | 1 Apr 11 4155 C BTO 0.15",1460,4111.72,"2023-04-11","12:37:00",1155,"Profit Target",299.8,1,162217,4040,"",2.6,2.6,49.67,58.75,18.73,18.91,1.18,0.29,20.89,0
"2023-04-11","09:33:00",4109.04,"1 Apr 11 4110 P STO 9.40 | 1 Apr 11 4110 C STO 9.10 | 1 Apr 11 4005 P BTO 0.10 | 1 Apr 11 4165 C BTO 0.15",1825,4110.06,"2023-04-11","11:17:00",1475,"Profit Target",344.8,1,161917.2,8675,"",2.6,2.6,74,74.75,19.13,18.74,1.18,-1.25,19.18,0
"2023-04-10","12:32:00",4082.79,"1 Apr 10 4085 P STO 7.70 | 1 Apr 10 4085 C STO 5.55 | 1 Apr 10 4015 P BTO 0.10 | 1 Apr 10 4120 C BTO 0.15",1300,4097.38,"2023-04-10","13:03:00",1640,"Stop Loss",-345.2,1,161572.4,5700,"",2.6,2.6,53,30.82,19.4,19.11,-19.82,-2.41,3.46,-26.15
"2023-04-10","11:01:00",4080.62,"1 Apr 10 4080 P STO 8.30 | 1 Apr 10 4080 C STO 8.65 | 1 Apr 10 4010 P BTO 0.15 | 1 Apr 10 4140 C BTO 0.10",1670,4082.7,"2023-04-10","12:31:00",1350,"Profit Target",314.8,1,161917.6,5330,"",2.6,2.6,67.8,68.5,19.47,19.4,-19.82,-4.58,19.16,-1.5
"2023-04-10","09:33:00",4073.92,"1 Apr 10 4075 P STO 11.50 | 1 Apr 10 4075 C STO 10.30 | 1 Apr 10 3985 P BTO 0.15 | 1 Apr 10 4135 C BTO 0.15",2150,4079.76,"2023-04-10","11:00:00",1725,"Profit Target",419.8,1,161602.8,6850,"",2.6,2.6,72.67,70,20.05,19.5,-19.82,-11.28,19.77,-2.79
"2023-04-06","10:47:00",4078.43,"1 Apr 6 4080 P STO 9.35 | 1 Apr 6 4080 C STO 7.70 | 1 Apr 6 4015 P BTO 0.15 | 1 Apr 6 4125 C BTO 0.15",1675,4098.01,"2023-04-06","12:06:00",2100,"Stop Loss",-430.2,1,161183,4825,"",2.6,2.6,56.83,33.31,19.44,18.86,-9.23,-2.72,11.94,-25.37
"2023-04-06","09:33:00",4075.36,"1 Apr 6 4075 P STO 10.45 | 1 Apr 6 4075 C STO 11.00 | 1 Apr 6 3970 P BTO 0.10 | 1 Apr 6 4135 C BTO 0.15",2120,4076.66,"2023-04-06","10:46:00",1710,"Profit Target",404.8,1,161613.2,8380,"",2.6,2.6,85.8,86.5,19.81,19.49,-9.23,-5.79,19.34,0
"2023-04-05","13:20:00",4082.49,"1 Apr 5 4080 P STO 4.75 | 1 Apr 5 4080 C STO 7.10 | 1 Apr 5 4040 P BTO 0.15 | 1 Apr 5 4120 C BTO 0.15",1155,4086.51,"2023-04-05","15:05:00",935,"Profit Target",214.8,1,161208.4,2845,"",2.6,2.6,39.5,94.5,19.54,19.26,-6.1,-12.01,19.05,-12.12
"2023-04-05","11:35:00",4084.7,"1 Apr 5 4085 P STO 7.45 | 1 Apr 5 4085 C STO 7.10 | 1 Apr 5 4030 P BTO 0.15 | 1 Apr 5 4130 C BTO 0.10",1430,4081.95,"2023-04-05","13:19:00",1150,"Profit Target",274.8,1,160993.6,4070,"",2.6,2.6,58.2,58.5,19.62,19.57,-6.1,-9.8,19.58,-13.29
"2023-04-05","09:33:00",4095.76,"1 Apr 5 4095 P STO 10.10 | 1 Apr 5 4095 C STO 10.35 | 1 Apr 5 4005 P BTO 0.15 | 1 Apr 5 4155 C BTO 0.15",2015,4085.19,"2023-04-05","11:34:00",1575,"Profit Target",434.8,1,160718.8,6985,"",2.6,2.6,68.17,106,19.7,19.61,-6.1,1.26,21.84,-17.37
"2023-04-04","09:33:00",4127.27,"1 Apr 4 4125 P STO 8.30 | 1 Apr 4 4125 C STO 10.80 | 1 Apr 4 4045 P BTO 0.15 | 1 Apr 4 4185 C BTO 0.15",1880,4104.07,"2023-04-04","11:10:00",2460,"Stop Loss",-585.2,1,160284,6120,"",2.6,2.6,63.67,99.4,18.98,19.57,3.52,-0.76,12.5,-30.85
"2023-04-03","09:33:00",4105.67,"1 Apr 3 4105 P STO 9.90 | 1 Apr 3 4105 C STO 10.90 | 1 Apr 3 4010 P BTO 0.15 | 1 Apr 3 4160 C BTO 0.15",2050,4123.86,"2023-04-03","10:20:00",2585,"Stop Loss",-540.2,1,160869.2,7450,"",2.6,2.6,69.33,44.08,19.52,19.37,-7.11,3.47,0.24,-26.1
"2023-03-31","09:33:00",4066.43,"1 Mar 31 4065 P STO 8.50 | 1 Mar 31 4065 C STO 9.50 | 1 Mar 31 3935 P BTO 0.10 | 1 Mar 31 4125 C BTO 0.15",1775,4082.28,"2023-03-31","11:22:00",2230,"Stop Loss",-460.2,1,161409.4,11225,"",2.6,2.6,72,90.2,18.92,18.68,5.35,10.25,7.61,-25.63
"2023-03-30","10:29:00",4053.26,"1 Mar 30 4055 P STO 9.05 | 1 Mar 30 4055 C STO 6.90 | 1 Mar 30 3955 P BTO 0.15 | 1 Mar 30 4100 C BTO 0.10",1570,4036.37,"2023-03-30","12:38:00",2045,"Stop Loss",-480.2,1,161869.6,8430,"",2.6,2.6,63.8,137.33,19.3,20.08,18.93,6.52,12.1,-30.25
"2023-03-30","09:33:00",4054.48,"1 Mar 30 4055 P STO 10.35 | 1 Mar 30 4055 C STO 9.30 | 1 Mar 30 3950 P BTO 0.15 | 1 Mar 30 4105 C BTO 0.15",1935,4053.98,"2023-03-30","10:28:00",1565,"Profit Target",364.8,1,162349.8,8565,"",2.6,2.6,65.5,63.6,19.02,19.28,18.93,7.74,19.12,-1.03
"2023-03-29","12:45:00",4012.91,"1 Mar 29 4015 P STO 8.00 | 1 Mar 29 4015 C STO 5.85 | 1 Mar 29 3945 P BTO 0.15 | 1 Mar 29 4055 C BTO 0.15",1355,4011.8,"2023-03-29","14:08:00",1085,"Profit Target",264.8,1,161985,5645,"",2.6,2.6,46.17,73.33,19.18,19.36,28.26,13.38,19.93,-2.21
"2023-03-29","11:11:00",4008.19,"1 Mar 29 4010 P STO 9.90 | 1 Mar 29 4010 C STO 7.80 | 1 Mar 29 3930 P BTO 0.15 | 1 Mar 29 4055 C BTO 0.15",1740,4013.09,"2023-03-29","12:44:00",1400,"Profit Target",334.8,1,161720.2,6260,"",2.6,2.6,59,57,19.23,19.16,28.26,8.66,19.54,-0.57
"2023-03-29","09:33:00",4011.13,"1 Mar 29 4010 P STO 10.75 | 1 Mar 29 4010 C STO 11.35 | 1 Mar 29 3905 P BTO 0.15 | 1 Mar 29 4075 C BTO 0.15",2180,4007.72,"2023-03-29","11:10:00",1745,"Profit Target",429.8,1,161385.4,8320,"",2.6,2.6,73.67,117.33,19.25,19.23,28.26,11.6,19.95,-3.21
"2023-03-28","12:33:00",3966.68,"1 Mar 28 3965 P STO 7.65 | 1 Mar 28 3965 C STO 9.20 | 1 Mar 28 3895 P BTO 0.10 | 1 Mar 28 4015 C BTO 0.15",1660,3958.45,"2023-03-28","14:21:00",1300,"Profit Target",354.8,1,160955.6,5340,"",2.6,2.6,67.4,87.67,20.56,20.86,-3.4,-7.45,21.69,-8.43
"2023-03-28","10:50:00",3964.99,"1 Mar 28 3965 P STO 10.60 | 1 Mar 28 3965 C STO 10.80 | 1 Mar 28 3875 P BTO 0.10 | 1 Mar 28 4035 C BTO 0.10",2120,3966.35,"2023-03-28","12:32:00",1680,"Profit Target",434.8,1,160600.8,6880,"",2.6,2.6,107,113,20.64,20.57,-3.4,-9.14,20.75,-2.59
"2023-03-28","09:33:00",3966.15,"1 Mar 28 3965 P STO 12.45 | 1 Mar 28 3965 C STO 13.95 | 1 Mar 28 3855 P BTO 0.10 | 1 Mar 28 4045 C BTO 0.15",2615,3964.39,"2023-03-28","10:49:00",2100,"Profit Target",509.8,1,160166,8385,"",2.6,2.6,105.6,106,21.01,20.64,-3.4,-7.98,19.69,0
"2023-03-27","13:55:00",3983.77,"1 Mar 27 3985 P STO 7.60 | 1 Mar 27 3985 C STO 6.50 | 1 Mar 27 3925 P BTO 0.15 | 1 Mar 27 4030 C BTO 0.10",1385,3990.85,"2023-03-27","15:06:00",1080,"Profit Target",299.8,1,159656.2,4615,"",2.6,2.6,56.4,55,20.92,20.76,11.94,0.84,22.02,-3.97
"2023-03-27","12:24:00",3981.81,"1 Mar 27 3980 P STO 8.70 | 1 Mar 27 3980 C STO 10.60 | 1 Mar 27 3905 P BTO 0.15 | 1 Mar 27 4045 C BTO 0.10",1905,3985.55,"2023-03-27","13:54:00",1500,"Profit Target",399.8,1,159356.4,5595,"",2.6,2.6,77.2,76,21.27,20.87,11.94,-1.12,21.26,-1.05
"2023-03-27","09:33:00",3997,"1 Mar 27 3995 P STO 12.70 | 1 Mar 27 3995 C STO 14.55 | 1 Mar 27 3875 P BTO 0.15 | 1 Mar 27 4080 C BTO 0.10",2700,3980.9,"2023-03-27","12:23:00",2180,"Profit Target",514.8,1,158956.6,9300,"",2.6,2.6,109,146.33,21.28,21.31,11.94,14.07,19.26,-9.44
"2023-03-24","11:28:00",3923.08,"1 Mar 24 3925 P STO 17.15 | 1 Mar 24 3925 C STO 15.10 | 1 Mar 24 3790 P BTO 0.10 | 1 Mar 24 4020 C BTO 0.15",3200,3963.59,"2023-03-24","14:44:00",4025,"Stop Loss",-830.2,1,158441.8,10300,"",2.6,2.6,129,269.33,23.99,22.06,-9.51,-16.13,9.69,-25.78
"2023-03-24","09:33:00",3926.17,"1 Mar 24 3925 P STO 19.80 | 1 Mar 24 3925 C STO 20.30 | 1 Mar 24 3785 P BTO 0.15 | 1 Mar 24 4040 C BTO 0.15",3980,3923.6,"2023-03-24","11:27:00",3215,"Profit Target",759.8,1,159272,10020,"",2.6,2.6,133.67,161.75,23.95,23.97,-9.51,-13.04,19.22,-1.26
"2023-03-23","09:33:00",3970.58,"1 Mar 23 3970 P STO 15.40 | 1 Mar 23 3970 C STO 15.00 | 1 Mar 23 3845 P BTO 0.15 | 1 Mar 23 4045 C BTO 0.15",3010,3999.63,"2023-03-23","10:54:00",3765,"Stop Loss",-760.2,1,158512.2,9490,"",2.6,2.6,101.33,54.79,20.87,20.39,22.24,11.37,9.3,-25.08
"2023-03-22","09:33:00",3998.94,"1 Mar 22 4000 P STO 28.30 | 1 Mar 22 4000 C STO 27.10 | 1 Mar 22 3820 P BTO 0.10 | 1 Mar 22 4160 C BTO 0.15",5515,4006.69,"2023-03-22","14:14:00",4455,"Profit Target",1054.8,1,159272.4,12485,"",2.6,2.6,221.6,223.75,20.9,21.09,-0.83,-3.1,19.22,-3.35
"2023-03-21","13:37:00",3988.47,"1 Mar 21 3990 P STO 7.30 | 1 Mar 21 3990 C STO 5.60 | 1 Mar 21 3935 P BTO 0.15 | 1 Mar 21 4035 C BTO 0.10",1265,3986.52,"2023-03-21","14:29:00",990,"Profit Target",269.8,1,158217.6,4235,"",2.6,2.6,51.6,67,21.38,21.58,24.32,12.58,21.74,-21.34
"2023-03-21","12:34:00",3983.13,"1 Mar 21 3985 P STO 9.20 | 1 Mar 21 3985 C STO 7.00 | 1 Mar 21 3920 P BTO 0.15 | 1 Mar 21 4035 C BTO 0.15",1590,3987.42,"2023-03-21","13:36:00",1280,"Profit Target",304.8,1,157947.8,4910,"",2.6,2.6,54,65,21.78,21.42,24.32,7.24,19.5,-6.29
"2023-03-21","11:13:00",3984.27,"1 Mar 21 3985 P STO 10.40 | 1 Mar 21 3985 C STO 9.60 | 1 Mar 21 3900 P BTO 0.15 | 1 Mar 21 4050 C BTO 0.10",1975,3983.15,"2023-03-21","12:33:00",1595,"Profit Target",374.8,1,157643,6525,"",2.6,2.6,80,80.75,21.93,21.79,24.32,8.38,19.24,-10.89
"2023-03-21","09:33:00",3993.84,"1 Mar 21 3995 P STO 14.70 | 1 Mar 21 3995 C STO 12.85 | 1 Mar 21 3875 P BTO 0.15 | 1 Mar 21 4070 C BTO 0.10",2730,3983.55,"2023-03-21","11:12:00",2185,"Profit Target",539.8,1,157268.2,9270,"",2.6,2.6,110.2,146.67,22.57,21.95,24.32,17.95,19.96,-1.1
"2023-03-20","13:40:00",3947.62,"1 Mar 20 3950 P STO 9.80 | 1 Mar 20 3950 C STO 7.40 | 1 Mar 20 3845 P BTO 0.10 | 1 Mar 20 4000 C BTO 0.10",1700,3946.72,"2023-03-20","14:28:00",1370,"Profit Target",324.8,1,156728.4,8800,"",2.6,2.6,86,69.5,24.64,24.39,0.83,30.15,19.41,-1.47
"2023-03-20","12:05:00",3940.49,"1 Mar 20 3940 P STO 11.70 | 1 Mar 20 3940 C STO 12.00 | 1 Mar 20 3830 P BTO 0.15 | 1 Mar 20 4005 C BTO 0.15",2340,3945.22,"2023-03-20","13:39:00",1850,"Profit Target",484.8,1,156403.6,8660,"",2.6,2.6,79,93.5,24.62,24.77,0.83,23.02,20.94,-23.93
"2023-03-20","10:34:00",3939.3,"1 Mar 20 3940 P STO 14.90 | 1 Mar 20 3940 C STO 14.35 | 1 Mar 20 3795 P BTO 0.10 | 1 Mar 20 4020 C BTO 0.15",2900,3940.56,"2023-03-20","12:04:00",2345,"Profit Target",549.8,1,155918.8,11600,"",2.6,2.6,117,118.25,25.06,24.63,0.83,21.83,19.14,-2.76
"2023-03-20","09:33:00",3927.31,"1 Mar 20 3925 P STO 18.25 | 1 Mar 20 3925 C STO 21.85 | 1 Mar 20 3775 P BTO 0.15 | 1 Mar 20 4035 C BTO 0.15",3980,3937.86,"2023-03-20","10:33:00",3200,"Profit Target",774.8,1,155369,11020,"",2.6,2.6,133.67,161,25.93,25.14,0.83,9.84,19.6,0
"2023-03-17","09:33:00",3950.13,"1 Mar 17 3950 P STO 18.45 | 1 Mar 17 3950 C STO 17.10 | 1 Mar 17 3795 P BTO 0.10 | 1 Mar 17 4070 C BTO 0.10",3535,3912.65,"2023-03-17","10:45:00",4610,"Stop Loss",-1080.2,1,154594.2,11965,"",2.6,2.6,177.75,231.5,23.69,25.16,-1.59,-8.56,16.12,-30.41
"2023-03-16","09:33:00",3865.64,"1 Mar 16 3865 P STO 20.30 | 1 Mar 16 3865 C STO 20.00 | 1 Mar 16 3720 P BTO 0.15 | 1 Mar 16 3985 C BTO 0.15",4000,3909.78,"2023-03-16","10:53:00",5140,"Stop Loss",-1145.2,1,155674.4,10500,"",2.6,2.6,134.33,172.33,27.49,24.62,-13,-13.29,17.38,-28.5
"2023-03-15","12:47:00",3849.86,"1 Mar 15 3850 P STO 14.75 | 1 Mar 15 3850 C STO 14.15 | 1 Mar 15 3725 P BTO 0.10 | 1 Mar 15 3960 C BTO 0.10",2870,3882.21,"2023-03-15","14:27:00",3665,"Stop Loss",-800.2,1,156819.6,9630,"",2.6,2.6,144.5,184.25,28.94,27,-42.55,-26.88,16.9,-27.7
"2023-03-15","10:47:00",3852.4,"1 Mar 15 3850 P STO 16.95 | 1 Mar 15 3850 C STO 18.55 | 1 Mar 15 3690 P BTO 0.10 | 1 Mar 15 3990 C BTO 0.10",3530,3849.89,"2023-03-15","12:46:00",2855,"Profit Target",669.8,1,157619.8,12470,"",2.6,2.6,177.5,286.5,27.81,29.11,-42.55,-24.34,19.12,-7.51
"2023-03-15","09:33:00",3862.36,"1 Mar 15 3860 P STO 21.85 | 1 Mar 15 3860 C STO 23.50 | 1 Mar 15 3685 P BTO 0.10 | 1 Mar 15 4020 C BTO 0.10",4515,3852.82,"2023-03-15","10:46:00",3595,"Profit Target",914.8,1,156950,12985,"",2.6,2.6,226.75,240.67,26.81,27.84,-42.55,-14.38,20.38,-1.66
"2023-03-14","11:01:00",3923.7,"1 Mar 14 3925 P STO 13.75 | 1 Mar 14 3925 C STO 11.50 | 1 Mar 14 3765 P BTO 0.10 | 1 Mar 14 4000 C BTO 0.15",2500,3897.56,"2023-03-14","13:16:00",3285,"Stop Loss",-790.2,1,156035.2,13500,"",2.6,2.6,101,132.4,22.8,24.04,38.25,29.69,18.8,-31.4
"2023-03-14","10:07:00",3920.68,"1 Mar 14 3920 P STO 16.35 | 1 Mar 14 3920 C STO 15.95 | 1 Mar 14 3760 P BTO 0.10 | 1 Mar 14 4020 C BTO 0.15",3205,3923.28,"2023-03-14","11:00:00",2555,"Profit Target",644.8,1,156825.4,12795,"",2.6,2.6,129.2,128.75,23.5,22.81,38.25,26.67,20.28,-1.87
"2023-03-14","09:33:00",3909.7,"1 Mar 14 3910 P STO 22.05 | 1 Mar 14 3910 C STO 20.30 | 1 Mar 14 3750 P BTO 0.15 | 1 Mar 14 4030 C BTO 0.15",4205,3919.32,"2023-03-14","10:06:00",3400,"Profit Target",799.8,1,156180.6,11795,"",2.6,2.6,141.17,171,23.55,23.59,38.25,15.69,19.14,0
"2023-03-13","09:33:00",3821.31,"1 Mar 13 3820 P STO 24.75 | 1 Mar 13 3820 C STO 25.65 | 1 Mar 13 3575 P BTO 0.10 | 1 Mar 13 4010 C BTO 0.10",5020,3864.45,"2023-03-13","10:08:00",6275,"Stop Loss",-1260.2,1,155380.8,19480,"",2.6,2.6,252,314.75,30.21,28.24,-26.47,-13.81,3.98,-25
"2023-03-10","09:33:00",3912.49,"1 Mar 10 3910 P STO 17.70 | 1 Mar 10 3910 C STO 19.45 | 1 Mar 10 3770 P BTO 0.15 | 1 Mar 10 4035 C BTO 0.15",3685,3883.27,"2023-03-10","09:47:00",4620,"Stop Loss",-940.2,1,156641,10315,"",2.6,2.6,123.83,58.75,22.62,23.94,-5.55,-0.28,1.09,-25.37
"2023-03-09","11:03:00",4001.87,"1 Mar 9 4000 P STO 8.10 | 1 Mar 9 4000 C STO 10.15 | 1 Mar 9 3940 P BTO 0.15 | 1 Mar 9 4060 C BTO 0.10",1800,3978.3,"2023-03-09","13:12:00",2285,"Stop Loss",-490.2,1,157581.2,4200,"",2.6,2.6,73,92.4,19.07,19.66,6.65,3.21,17.78,-26.94
